编号,名称,规格,单位,单价,含量,主材标记,材料号,材料类别,是否有明细,,,
2B-104,综合用工二类,,工日,4.553,8.89,,,1,,,,
2B-104,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-104,圆钢φ5.5~9,,kg,0.91,3.48,,,2,,,,
2B-104,电焊条结422Φ3.2,,kg,0.69,1.13,,,2,,,,
2B-104,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-104,锯条(各种规格),,根,3,3,,,2,,,,
2B-104,铅油,,kg,0.14,0.27,,,2,,,,
2B-104,管接头7×40,,个,0,16.48,,,2,,,,
2B-104,塑料护口(钢管用)DN40,,个,0,15.45,,,2,,,,
2B-104,其他材料,,%,2,2,,,2,,,,
2B-104,交流电焊机21kV·A,,台班,0.35,0.59,,,3,,,,
2B-104,电动空气压缩机排气量0.6m3/min,,台班,2.4,3.4,,,3,,,,
2B-104,电动弯管机管径100mm,,台班,0,0.14,,,3,,,,
2B-105,综合用工二类,,工日,9.458,9.458,,,1,,,,
2B-105,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-105,管接头7×50,,个,16.48,16.48,,,2,,,,
2B-105,塑料护口(钢管用)DN50,,个,15.45,15.45,,,2,,,,
2B-105,圆钢φ5.5~9,,kg,3.48,3.48,,,2,,,,
2B-105,电焊条结422Φ3.2,,kg,1.13,1.13,,,2,,,,
2B-105,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-105,锯条(各种规格),,根,3,3,,,2,,,,
2B-105,铅油,,kg,0.33,0.33,,,2,,,,
2B-105,其他材料,,%,2,2,,,2,,,,
2B-105,交流电焊机21kV·A,,台班,0.59,0.59,,,3,,,,
2B-105,电动空气压缩机排气量0.6m3/min,,台班,3.4,3.4,,,3,,,,
2B-105,电动弯管机管径100mm,,台班,0.14,0.14,,,3,,,,
2B-106,综合用工二类,,工日,9.458,12.932,,,1,,,,
2B-106,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-106,圆钢φ5.5~9,,kg,3.48,5.39,,,2,,,,
2B-106,电焊条结422Φ3.2,,kg,1.13,1.36,,,2,,,,
2B-106,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-106,锯条(各种规格),,根,3,3,,,2,,,,
2B-106,铅油,,kg,0.33,0.4,,,2,,,,
2B-106,管接头8×70,,个,0,15.45,,,2,,,,
2B-106,塑料护口(钢管用)DN70,,个,0,15.45,,,2,,,,
2B-106,其他材料,,%,2,2,,,2,,,,
2B-106,交流电焊机21kV·A,,台班,0.59,0.71,,,3,,,,
2B-106,电动空气压缩机排气量0.6m3/min,,台班,3.4,5.8,,,3,,,,
2B-106,电动弯管机管径100mm,,台班,0.14,0.3,,,3,,,,
2B-107,综合用工二类,,工日,9.458,18.637,,,1,,,,
2B-107,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-107,圆钢φ5.5~9,,kg,3.48,5.39,,,2,,,,
2B-107,电焊条结422Φ3.2,,kg,1.13,1.36,,,2,,,,
2B-107,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-107,锯条(各种规格),,根,3,4.5,,,2,,,,
2B-107,铅油,,kg,0.33,0.35,,,2,,,,
2B-107,管接头8×80,,个,0,15.45,,,2,,,,
2B-107,塑料护口(钢管用)DN80,,个,0,15.45,,,2,,,,
2B-107,其他材料,,%,2,2,,,2,,,,
2B-107,交流电焊机21kV·A,,台班,0.59,0.71,,,3,,,,
2B-107,电动空气压缩机排气量0.6m3/min,,台班,3.4,5.8,,,3,,,,
2B-107,电动弯管机管径100mm,,台班,0.14,0.34,,,3,,,,
2B-108,综合用工二类,,工日,9.458,19.815,,,1,,,,
2B-108,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-108,圆钢φ5.5~9,,kg,3.48,5.39,,,2,,,,
2B-108,电焊条结422Φ3.2,,kg,1.13,1.36,,,2,,,,
2B-108,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-108,锯条(各种规格),,根,3,4.5,,,2,,,,
2B-108,铅油,,kg,0.33,0.45,,,2,,,,
2B-108,管接头10×100,,个,0,15.45,,,2,,,,
2B-108,塑料护口(钢管用)DN100,,个,0,15.45,,,2,,,,
2B-108,其他材料,,%,2,2,,,2,,,,
2B-108,交流电焊机21kV·A,,台班,0.59,0.71,,,3,,,,
2B-108,电动空气压缩机排气量0.6m3/min,,台班,3.4,5.8,,,3,,,,
2B-108,电动弯管机管径100mm,,台班,0.14,0.34,,,3,,,,
2B-109,综合用工二类,,工日,6.627,6.627,,,1,,,,
2B-109,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-109,管接头5×15,,个,16.48,16.48,,,2,,,,
2B-109,塑料护口(钢管用)DN15,,个,15.45,15.45,,,2,,,,
2B-109,管卡子(钢管用)15,,个,123.6,123.6,,,2,,,,
2B-109,黑玛钢活接头DN15,,个,25.75,25.75,,,2,,,,
2B-109,半圆头螺钉M6~12×12~50,,套,249.6,249.6,,,2,,,,
2B-109,圆钢φ5.5~9,,kg,0.91,0.91,,,2,,,,
2B-109,电焊条结422Φ3.2,,kg,0.69,0.69,,,2,,,,
2B-109,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-109,锯条(各种规格),,根,3,3,,,2,,,,
2B-109,铅油,,kg,0.66,0.66,,,2,,,,
2B-109,清油C01-1,,kg,0.26,0.26,,,2,,,,
2B-109,其他材料,,%,2,2,,,2,,,,
2B-109,交流电焊机21kV·A,,台班,0.35,0.35,,,3,,,,
2B-109,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-110,综合用工二类,,工日,6.627,7.042,,,1,,,,
2B-110,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-110,半圆头螺钉M6~12×12~50,,套,249.6,249.6,,,2,,,,
2B-110,圆钢φ5.5~9,,kg,0.91,0.91,,,2,,,,
2B-110,电焊条结422Φ3.2,,kg,0.69,0.69,,,2,,,,
2B-110,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-110,锯条(各种规格),,根,3,3,,,2,,,,
2B-110,铅油,,kg,0.66,0.83,,,2,,,,
2B-110,清油C01-1,,kg,0.26,0.33,,,2,,,,
2B-110,管接头5×20,,个,0,16.48,,,2,,,,
2B-110,塑料护口(钢管用)DN20,,个,0,15.45,,,2,,,,
2B-110,管卡子(钢管用)20,,个,0,123.6,,,2,,,,
2B-110,黑玛钢活接头DN20,,个,0,25.75,,,2,,,,
2B-110,其他材料,,%,2,2,,,2,,,,
2B-110,交流电焊机21kV·A,,台班,0.35,0.35,,,3,,,,
2B-110,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-111,综合用工二类,,工日,6.627,7.622,,,1,,,,
2B-111,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-111,半圆头螺钉M6~12×12~50,,套,249.6,172.64,,,2,,,,
2B-111,圆钢φ5.5~9,,kg,0.91,1.15,,,2,,,,
2B-111,电焊条结422Φ3.2,,kg,0.69,0.9,,,2,,,,
2B-111,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-111,锯条(各种规格),,根,3,2,,,2,,,,
2B-111,铅油,,kg,0.66,1.07,,,2,,,,
2B-111,清油C01-1,,kg,0.26,0.42,,,2,,,,
2B-111,管接头6×25,,个,0,16.48,,,2,,,,
2B-111,塑料护口(钢管用)DN25,,个,0,15.45,,,2,,,,
2B-111,管卡子(钢管用)25,,个,0,85.49,,,2,,,,
2B-111,黑玛钢活接头DN25,,个,0,15.45,,,2,,,,
2B-111,其他材料,,%,2,2,,,2,,,,
2B-111,交流电焊机21kV·A,,台班,0.35,0.47,,,3,,,,
2B-111,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-111,电动弯管机管径100mm,,台班,0,0.045,,,3,,,,
2B-112,综合用工二类,,工日,6.627,8.1,,,1,,,,
2B-112,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-112,半圆头螺钉M6~12×12~50,,套,249.6,172.64,,,2,,,,
2B-112,圆钢φ5.5~9,,kg,0.91,1.15,,,2,,,,
2B-112,电焊条结422Φ3.2,,kg,0.69,0.9,,,2,,,,
2B-112,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-112,锯条(各种规格),,根,3,2,,,2,,,,
2B-112,铅油,,kg,0.66,1.36,,,2,,,,
2B-112,清油C01-1,,kg,0.26,0.43,,,2,,,,
2B-112,管接头6×32,,个,0,16.48,,,2,,,,
2B-112,塑料护口(钢管用)DN32,,个,0,15.45,,,2,,,,
2B-112,管卡子(钢管用)32,,个,0,85.49,,,2,,,,
2B-112,黑玛钢活接头DN32,,个,0,15.45,,,2,,,,
2B-112,其他材料,,%,2,2,,,2,,,,
2B-112,交流电焊机21kV·A,,台班,0.35,0.47,,,3,,,,
2B-112,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-112,电动弯管机管径100mm,,台班,0,0.045,,,3,,,,
2B-113,综合用工二类,,工日,6.627,10.753,,,1,,,,
2B-113,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-113,半圆头螺钉M6~12×12~50,,套,249.6,137.28,,,2,,,,
2B-113,圆钢φ5.5~9,,kg,0.91,3.48,,,2,,,,
2B-113,电焊条结422Φ3.2,,kg,0.69,1.13,,,2,,,,
2B-113,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-113,锯条(各种规格),,根,3,3,,,2,,,,
2B-113,铅油,,kg,0.66,1.58,,,2,,,,
2B-113,清油C01-1,,kg,0.26,0.6,,,2,,,,
2B-113,管接头7×40,,个,0,16.48,,,2,,,,
2B-113,塑料护口(钢管用)DN40,,个,0,15.45,,,2,,,,
2B-113,管卡子(钢管用)40,,个,0,67.98,,,2,,,,
2B-113,其他材料,,%,2,2,,,2,,,,
2B-113,交流电焊机21kV·A,,台班,0.35,0.59,,,3,,,,
2B-113,电动空气压缩机排气量0.6m3/min,,台班,2.4,3.4,,,3,,,,
2B-113,电动弯管机管径100mm,,台班,0,0.1,,,3,,,,
2B-114,综合用工二类,,工日,11.953,11.953,,,1,,,,
2B-114,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-114,管接头7×50,,个,16.48,16.48,,,2,,,,
2B-114,塑料护口(钢管用)DN50,,个,15.45,15.45,,,2,,,,
2B-114,管卡子(钢管用)50,,个,67.98,67.98,,,2,,,,
2B-114,半圆头螺钉M6~12×12~50,,套,137.28,137.28,,,2,,,,
2B-114,圆钢φ5.5~9,,kg,3.48,3.48,,,2,,,,
2B-114,电焊条结422Φ3.2,,kg,1.13,1.13,,,2,,,,
2B-114,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-114,锯条(各种规格),,根,3,3,,,2,,,,
2B-114,铅油,,kg,1.98,1.98,,,2,,,,
2B-114,清油C01-1,,kg,0.74,0.74,,,2,,,,
2B-114,其他材料,,%,2,2,,,2,,,,
2B-114,交流电焊机21kV·A,,台班,0.59,0.59,,,3,,,,
2B-114,电动空气压缩机排气量0.6m3/min,,台班,3.4,3.4,,,3,,,,
2B-114,电动弯管机管径100mm,,台班,0.1,0.1,,,3,,,,
2B-115,综合用工二类,,工日,11.953,16.463,,,1,,,,
2B-115,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-115,半圆头螺钉M6~12×12~50,,套,137.28,104,,,2,,,,
2B-115,圆钢φ5.5~9,,kg,3.48,5.39,,,2,,,,
2B-115,电焊条结422Φ3.2,,kg,1.13,1.36,,,2,,,,
2B-115,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-115,锯条(各种规格),,根,3,3,,,2,,,,
2B-115,铅油,,kg,1.98,2.26,,,2,,,,
2B-115,清油C01-1,,kg,0.74,0.93,,,2,,,,
2B-115,管接头8×70,,个,0,15.45,,,2,,,,
2B-115,塑料护口(钢管用)DN70,,个,0,15.45,,,2,,,,
2B-115,管卡子(钢管用)70,,个,0,51.5,,,2,,,,
2B-115,其他材料,,%,2,2,,,2,,,,
2B-115,交流电焊机21kV·A,,台班,0.59,0.71,,,3,,,,
2B-115,电动空气压缩机排气量0.6m3/min,,台班,3.4,5.8,,,3,,,,
2B-115,电动弯管机管径100mm,,台班,0.1,0.3,,,3,,,,
2B-116,综合用工二类,,工日,11.953,22.51,,,1,,,,
2B-116,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-116,半圆头螺钉M6~12×12~50,,套,137.28,104,,,2,,,,
2B-116,圆钢φ5.5~9,,kg,3.48,5.39,,,2,,,,
2B-116,电焊条结422Φ3.2,,kg,1.13,1.36,,,2,,,,
2B-116,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-116,锯条(各种规格),,根,3,4.5,,,2,,,,
2B-116,铅油,,kg,1.98,2.54,,,2,,,,
2B-116,清油C01-1,,kg,0.74,1.09,,,2,,,,
2B-116,管接头8×80,,个,0,15.45,,,2,,,,
2B-116,塑料护口(钢管用)DN80,,个,0,15.45,,,2,,,,
2B-116,管卡子(钢管用)80,,个,0,51.5,,,2,,,,
2B-116,其他材料,,%,2,2,,,2,,,,
2B-116,交流电焊机21kV·A,,台班,0.59,0.71,,,3,,,,
2B-116,电动空气压缩机排气量0.6m3/min,,台班,3.4,5.8,,,3,,,,
2B-116,电动弯管机管径100mm,,台班,0.1,0.34,,,3,,,,
2B-117,综合用工二类,,工日,11.953,23.905,,,1,,,,
2B-117,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-117,半圆头螺钉M6~12×12~50,,套,137.28,104,,,2,,,,
2B-117,圆钢φ5.5~9,,kg,3.48,5.39,,,2,,,,
2B-117,电焊条结422Φ3.2,,kg,1.13,1.36,,,2,,,,
2B-117,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-117,锯条(各种规格),,根,3,4.5,,,2,,,,
2B-117,铅油,,kg,1.98,3.26,,,2,,,,
2B-117,清油C01-1,,kg,0.74,1.41,,,2,,,,
2B-117,管接头10×100,,个,0,15.45,,,2,,,,
2B-117,塑料护口(钢管用)DN100,,个,0,15.45,,,2,,,,
2B-117,管卡子(钢管用)100,,个,0,51.5,,,2,,,,
2B-117,其他材料,,%,2,2,,,2,,,,
2B-117,交流电焊机21kV·A,,台班,0.59,0.71,,,3,,,,
2B-117,电动空气压缩机排气量0.6m3/min,,台班,3.4,5.8,,,3,,,,
2B-117,电动弯管机管径100mm,,台班,0.1,0.34,,,3,,,,
2B-118,综合用工二类,,工日,4.956,4.956,,,1,,,,
2B-118,电热带,,m,102,102,*,,5,,,,
2B-118,电缆卡子(综合),,个,4,4,*,,5,,,,
2B-118,绝缘材料(复合丁腈),,m2,11,11,*,,5,,,,
2B-118,耐高温铝箔玻璃纤维带50m/卷,,卷,2.3,2.3,,,2,,,,
2B-118,铁砂布0~2#,,张,0.1,0.1,,,2,,,,
2B-118,接地线5.5~16mm2,,m,3.5,3.5,,,2,,,,
2B-118,其他材料,,%,5,5,,,2,,,,
2B-118,载重汽车装载质量4t,,台班,0.01,0.01,,,3,,,,
2B-118,铭牌打印机,,台班,0.018,0.018,,,3,,,,
2B-118,手提式万用表,,台班,0.2,0.2,,,3,,,,
2B-118,数字电压表PZ38,,台班,0.1,0.1,,,3,,,,
2B-118,兆欧表3311,,台班,0.03,0.03,,,3,,,,
2B-119,综合用工二类,,工日,4.956,0.121,,,1,,,,
2B-119,接线盒,,个,0,1.02,*,,5,,,,
2B-119,接地线5.5~16mm2,,m,3.5,0.8,,,2,,,,
2B-119,其他材料,,%,5,5,,,2,,,,
2B-120,综合用工二类,,工日,4.956,0.435,,,1,,,,
2B-120,尾端盒,,个,0,1,*,,5,,,,
2B-120,铁砂布0~2#,,张,0.1,0.45,,,2,,,,
2B-120,接地线5.5~16mm2,,m,3.5,0.6,,,2,,,,
2B-120,塑料胶带,,m,0,0.1,,,2,,,,
2B-120,细白布宽0.9m,,m,0,0.05,,,2,,,,
2B-120,接线铜端子头DT16mm2~150mm2,,个,0,2.2,,,2,,,,
2B-120,标签纸综合,,m,0,0.05,,,2,,,,
2B-120,尼龙扎带综合,,根,0,0.5,,,2,,,,
2B-120,线号套管(综合),,m,0,0.02,,,2,,,,
2B-120,位号牌,,个,0,1,,,2,,,,
2B-120,其他材料,,%,5,5,,,2,,,,
2B-120,铭牌打印机,,台班,0.018,0.012,,,3,,,,
2B-120,手提式万用表,,台班,0.2,0.02,,,3,,,,
2B-120,兆欧表3311,,台班,0.03,0.03,,,3,,,,
2B-120,线号标签印字机,,台班,0,0.03,,,3,,,,
2B-120,接地电阻测试仪DET-3/2,,台班,0,0.05,,,3,,,,
3B-1,综合用工二类,,工日,0.642,0.642,,,1,,,,
3B-1,电缆,,m,102,102,*,,5,,,,
3B-1,无线电调频对讲机C15,,台班,1.1,1.1,,,3,,,,
3B-1,数字万用表PF-56,,台班,0.1,0.1,,,3,,,,
3B-2,综合用工二类,,工日,0.642,0.837,,,1,,,,
3B-2,电缆,,m,102,102,*,,5,,,,
3B-2,无线电调频对讲机C15,,台班,1.1,1.5,,,3,,,,
3B-2,数字万用表PF-56,,台班,0.1,0.1,,,3,,,,
3B-3,综合用工二类,,工日,0.642,0.737,,,1,,,,
3B-3,电缆,,m,102,102,*,,5,,,,
3B-3,电缆卡子(综合),,个,0,60.6,*,,5,,,,
3B-3,无线电调频对讲机C15,,台班,1.1,0.6,,,3,,,,
3B-3,数字万用表PF-56,,台班,0.1,0.1,,,3,,,,
3B-4,综合用工二类,,工日,0.642,0.937,,,1,,,,
3B-4,电缆,,m,102,102,*,,5,,,,
3B-4,电缆卡子(综合),,个,0,60.6,*,,5,,,,
3B-4,无线电调频对讲机C15,,台班,1.1,0.8,,,3,,,,
3B-4,数字万用表PF-56,,台班,0.1,0.1,,,3,,,,
3B-5,综合用工二类,,工日,0.489,0.489,,,1,,,,
3B-5,F形插头,,个,10.1,10.1,,,2,,,,
3B-5,其他材料,,%,8,8,,,2,,,,
3B-6,综合用工二类,,工日,0.489,0.395,,,1,,,,
3B-6,F形插头,,个,10.1,10.1,,,2,,,,
3B-6,其他材料,,%,8,8,,,2,,,,
5B-1,综合用工二类,,工日,0.095,0.095,,,1,,,,
5B-1,法兰阀门,,个,1,1,*,,5,,,,
5B-1,精制六角带帽螺栓带垫M12×14~75,,套,8.24,8.24,,,2,,,,
5B-1,清油C01-1,,kg,0.01,0.01,,,2,,,,
5B-1,机油综合,,kg,0.012,0.012,,,2,,,,
5B-1,聚四氟乙烯生料带宽20,,m,1.096,1.096,,,2,,,,
5B-1,砂纸,,张,0.2,0.2,,,2,,,,
5B-1,石棉橡胶垫φ15,,个,2.46,2.46,,,2,,,,
5B-1,螺纹法兰0.6MPaDN15,,副,1,1,,,2,,,,
5B-1,其他材料,,%,2,2,,,2,,,,
5B-2,综合用工二类,,工日,0.095,0.095,,,1,,,,
5B-2,法兰阀门,,个,1,1,*,,5,,,,
5B-2,精制六角带帽螺栓带垫M12×14~75,,套,8.24,8.24,,,2,,,,
5B-2,清油C01-1,,kg,0.01,0.01,,,2,,,,
5B-2,机油综合,,kg,0.012,0.012,,,2,,,,
5B-2,聚四氟乙烯生料带宽20,,m,1.096,1.36,,,2,,,,
5B-2,砂纸,,张,0.2,0.3,,,2,,,,
5B-2,石棉橡胶垫φ20,,个,0,2.3,,,2,,,,
5B-2,螺纹法兰0.6MPaDN20,,副,0,1,,,2,,,,
5B-2,其他材料,,%,2,2,,,2,,,,
5B-3,综合用工二类,,工日,0.095,0.121,,,1,,,,
5B-3,法兰阀门,,个,1,1,*,,5,,,,
5B-3,精制六角带帽螺栓带垫M12×14~75,,套,8.24,8.24,,,2,,,,
5B-3,清油C01-1,,kg,0.01,0.01,,,2,,,,
5B-3,机油综合,,kg,0.012,0.015,,,2,,,,
5B-3,聚四氟乙烯生料带宽20,,m,1.096,1.712,,,2,,,,
5B-3,砂纸,,张,0.2,0.4,,,2,,,,
5B-3,石棉橡胶垫φ25,,个,0,2.3,,,2,,,,
5B-3,螺纹法兰0.6MPaDN25,,副,0,1,,,2,,,,
5B-3,其他材料,,%,2,2,,,2,,,,
5B-4,综合用工二类,,工日,0.095,0.142,,,1,,,,
5B-4,法兰阀门,,个,1,1,*,,5,,,,
5B-4,清油C01-1,,kg,0.01,0.01,,,2,,,,
5B-4,机油综合,,kg,0.012,0.015,,,2,,,,
5B-4,聚四氟乙烯生料带宽20,,m,1.096,2.112,,,2,,,,
5B-4,砂纸,,张,0.2,0.4,,,2,,,,
5B-4,精制六角带帽螺栓带垫M16×65~80,,套,0,8.24,,,2,,,,
5B-4,石棉橡胶垫φ32,,个,0,2.3,,,2,,,,
5B-4,螺纹法兰0.6MPaDN32,,副,0,1,,,2,,,,
5B-4,其他材料,,%,2,2,,,2,,,,
5B-5,综合用工二类,,工日,0.095,0.237,,,1,,,,
5B-5,法兰阀门,,个,1,1,*,,5,,,,
5B-5,清油C01-1,,kg,0.01,0.01,,,2,,,,
5B-5,机油综合,,kg,0.012,0.015,,,2,,,,
5B-5,聚四氟乙烯生料带宽20,,m,1.096,2.416,,,2,,,,
5B-5,砂纸,,张,0.2,0.4,,,2,,,,
5B-5,精制六角带帽螺栓带垫M16×65~80,,套,0,8.24,,,2,,,,
5B-5,石棉橡胶垫φ40,,个,0,2.3,,,2,,,,
5B-5,螺纹法兰0.6MPaDN40,,副,0,1,,,2,,,,
5B-5,其他材料,,%,2,2,,,2,,,,
5B-6,综合用工二类,,工日,0.095,0.237,,,1,,,,
5B-6,法兰阀门,,个,1,1,*,,5,,,,
5B-6,清油C01-1,,kg,0.01,0.015,,,2,,,,
5B-6,机油综合,,kg,0.012,0.02,,,2,,,,
5B-6,聚四氟乙烯生料带宽20,,m,1.096,3.008,,,2,,,,
5B-6,砂纸,,张,0.2,0.4,,,2,,,,
5B-6,精制六角带帽螺栓带垫M16×65~80,,套,0,8.24,,,2,,,,
5B-6,石棉橡胶垫φ50,,个,0,2.3,,,2,,,,
5B-6,螺纹法兰0.6MPaDN50,,副,0,1,,,2,,,,
5B-6,其他材料,,%,2,2,,,2,,,,
5B-7,综合用工二类,,工日,0.016,0.016,,,1,,,,
5B-7,手动放风阀DN10,,个,1.01,1.01,*,,5,,,,
5B-7,聚四氟乙烯生料带宽20,,m,0.276,0.276,,,2,,,,
5B-8,综合用工二类,,工日,0.268,0.268,,,1,,,,
5B-8,气嘴,,个,1,1,*,,5,,,,
5B-8,聚四氟乙烯生料带宽20,,m,1.38,1.38,,,2,,,,
5B-9,综合用工二类,,工日,0.268,0.268,,,1,,,,
5B-9,采暖炉,,台,1,1,*,,5,,,,
5B-9,医用胶管φ9~10,,m,1,1,,,2,,,,
5B-10,综合用工二类,,工日,0.268,0.353,,,1,,,,
5B-10,采暖炉,,台,1,1,*,,5,,,,
5B-10,医用胶管φ9~10,,m,1,1,,,2,,,,
5B-11,综合用工二类,,工日,0.268,0.437,,,1,,,,
5B-11,采暖炉,,台,1,1,*,,5,,,,
5B-11,医用胶管φ9~10,,m,1,1,,,2,,,,
5B-12,综合用工二类,,工日,0.568,0.568,,,1,,,,
5B-12,燃气开水炉,,台,1,1,*,,5,,,,
5B-12,石棉橡胶板低压0.8~6,,kg,0.01,0.01,,,2,,,,
5B-13,综合用工二类,,工日,0.568,0.568,,,1,,,,
5B-13,燃气开水炉,,台,1,1,*,,5,,,,
5B-13,石棉橡胶板低压0.8~6,,kg,0.01,0.01,,,2,,,,
6B-1,综合用工二类,,工日,0.205,0.205,,,1,,,,
6B-1,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-1,氧气,,m3,0.001,0.001,,,2,,,,
6B-1,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-1,尼龙砂轮片φ100,,片,0.016,0.016,,,2,,,,
6B-1,碳钢电焊条结422φ3.2,,kg,0.024,0.024,,,2,,,,
6B-1,尼龙砂轮片φ500,,片,0.004,0.004,,,2,,,,
6B-1,电,,kW.h,0.028,0.028,,,2,,,,
6B-1,其他材料,,%,1,1,,,2,,,,
6B-1,砂轮切割机砂轮直径500mm,,台班,0.001,0.001,,,3,,,,
6B-1,电焊机综合,,台班,0.023,0.023,,,3,,,,
6B-2,综合用工二类,,工日,0.205,0.216,,,1,,,,
6B-2,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-2,氧气,,m3,0.001,0.001,,,2,,,,
6B-2,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-2,尼龙砂轮片φ100,,片,0.016,0.021,,,2,,,,
6B-2,碳钢电焊条结422φ3.2,,kg,0.024,0.031,,,2,,,,
6B-2,尼龙砂轮片φ500,,片,0.004,0.005,,,2,,,,
6B-2,电,,kW.h,0.028,0.042,,,2,,,,
6B-2,其他材料,,%,1,1,,,2,,,,
6B-2,砂轮切割机砂轮直径500mm,,台班,0.001,0.001,,,3,,,,
6B-2,电焊机综合,,台班,0.023,0.03,,,3,,,,
6B-3,综合用工二类,,工日,0.205,0.253,,,1,,,,
6B-3,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-3,氧气,,m3,0.001,0.001,,,2,,,,
6B-3,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-3,尼龙砂轮片φ100,,片,0.016,0.021,,,2,,,,
6B-3,碳钢电焊条结422φ3.2,,kg,0.024,0.049,,,2,,,,
6B-3,尼龙砂轮片φ500,,片,0.004,0.006,,,2,,,,
6B-3,电,,kW.h,0.028,0.042,,,2,,,,
6B-3,其他材料,,%,1,1,,,2,,,,
6B-3,砂轮切割机砂轮直径500mm,,台班,0.001,0.002,,,3,,,,
6B-3,电焊机综合,,台班,0.023,0.04,,,3,,,,
6B-4,综合用工二类,,工日,0.205,0.289,,,1,,,,
6B-4,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-4,氧气,,m3,0.001,0.006,,,2,,,,
6B-4,乙炔气,,kg,0.001,0.002,,,2,,,,
6B-4,尼龙砂轮片φ100,,片,0.016,0.027,,,2,,,,
6B-4,碳钢电焊条结422φ3.2,,kg,0.024,0.061,,,2,,,,
6B-4,尼龙砂轮片φ500,,片,0.004,0.008,,,2,,,,
6B-4,电,,kW.h,0.028,0.056,,,2,,,,
6B-4,其他材料,,%,1,1,,,2,,,,
6B-4,砂轮切割机砂轮直径500mm,,台班,0.001,0.003,,,3,,,,
6B-4,电焊机综合,,台班,0.023,0.049,,,3,,,,
6B-5,综合用工二类,,工日,0.205,0.311,,,1,,,,
6B-5,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-5,氧气,,m3,0.001,0.007,,,2,,,,
6B-5,乙炔气,,kg,0.001,0.002,,,2,,,,
6B-5,尼龙砂轮片φ100,,片,0.016,0.03,,,2,,,,
6B-5,碳钢电焊条结422φ3.2,,kg,0.024,0.069,,,2,,,,
6B-5,尼龙砂轮片φ500,,片,0.004,0.009,,,2,,,,
6B-5,电,,kW.h,0.028,0.07,,,2,,,,
6B-5,其他材料,,%,1,1,,,2,,,,
6B-5,砂轮切割机砂轮直径500mm,,台班,0.001,0.003,,,3,,,,
6B-5,电焊机综合,,台班,0.023,0.056,,,3,,,,
6B-6,综合用工二类,,工日,0.205,0.353,,,1,,,,
6B-6,低压碳钢管,,m,9.72,9.57,*,,5,,,,
6B-6,氧气,,m3,0.001,0.008,,,2,,,,
6B-6,乙炔气,,kg,0.001,0.003,,,2,,,,
6B-6,尼龙砂轮片φ100,,片,0.016,0.045,,,2,,,,
6B-6,碳钢电焊条结422φ3.2,,kg,0.024,0.096,,,2,,,,
6B-6,尼龙砂轮片φ500,,片,0.004,0.011,,,2,,,,
6B-6,电,,kW.h,0.028,0.083,,,2,,,,
